answer_id,question_id,answer_index,answer_pl,answer_en,answer_style,axis_primary_delta,axis_secondary_delta,hidden_parameter_delta,rarity_weight,comparison_insight_pl,comparison_insight_en,top_archetype,archetype_sum_check,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12
TO99Q1531_A3,TO99Q1531,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,16,6,22,4,3,2,6,3,5,14,9,10
TO99Q1531_A4,TO99Q1531,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,4,4,9,11,5,4,26,6,16,1,2,12
TO99Q1532_A1,TO99Q1532,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,14,8,3,4,9,2,5,2,33,3,12,5
TO99Q1532_A2,TO99Q1532,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,2,6,3,5,2,24,5,14,9,14,13,3
TO99Q1532_A3,TO99Q1532,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,27,4,12,3,7,4,2,6,4,4,14,13
TO99Q1532_A4,TO99Q1532,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.4,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,3,4,12,15,3,1,15,5,2,5,11,24
TO99Q1533_A1,TO99Q1533,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.26,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,12,10,3,6,35,2,1,4,14,4,2,7
TO99Q1533_A2,TO99Q1533,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.29,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,2,1,4,4,3,8,15,12,5,10,31,5
TO99Q1533_A3,TO99Q1533,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,27,5,8,3,2,13,4,3,4,5,14,12
TO99Q1533_A4,TO99Q1533,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,2,5,15,33,10,2,16,1,5,2,2,7
TO99Q1534_A1,TO99Q1534,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.07,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,12,14,2,1,8,5,5,3,25,15,4,6
TO99Q1534_A2,TO99Q1534,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.1,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,12,4,4,6,4,15,5,13,2,12,20,3
TO99Q1534_A3,TO99Q1534,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.12,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,11,6,9,2,5,3,9,2,5,3,30,15
TO99Q1534_A4,TO99Q1534,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.16,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,5,4,15,8,7,13,8,6,5,4,2,23
TO99Q1535_A1,TO99Q1535,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.26,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,8,13,7,4,31,1,6,5,15,6,2,2
TO99Q1535_A2,TO99Q1535,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.29,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,5,5,2,7,6,31,5,11,2,15,10,1
TO99Q1535_A3,TO99Q1535,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,17,6,23,4,2,11,3,4,2,3,13,12
TO99Q1535_A4,TO99Q1535,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,3,2,28,9,3,3,13,16,4,2,2,15
TO99Q1536_A1,TO99Q1536,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.42,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,8,9,6,2,31,6,5,5,15,7,5,1
TO99Q1536_A2,TO99Q1536,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.45,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,5,2,2,3,2,13,5,11,6,21,15,15
TO99Q1536_A3,TO99Q1536,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.47,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,28,6,15,4,3,1,2,9,3,5,13,11
TO99Q1536_A4,TO99Q1536,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.5,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,2,2,7,10,15,5,13,2,5,5,6,28
TO99Q1537_A1,TO99Q1537,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.46,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,15,14,4,2,12,14,3,3,24,4,2,3
TO99Q1537_A2,TO99Q1537,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.49,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,7,1,2,3,15,14,4,8,5,13,25,3
TO99Q1537_A3,TO99Q1537,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.51,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,12,3,9,6,4,5,4,10,5,2,31,9
TO99Q1537_A4,TO99Q1537,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.54,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,4,6,15,28,11,2,9,3,5,4,5,8
TO99Q1538_A1,TO99Q1538,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,11,8,4,5,14,4,3,3,32,9,4,3
TO99Q1538_A2,TO99Q1538,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,5,3,3,6,3,12,4,12,5,31,8,8
TO99Q1538_A3,TO99Q1538,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.33,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,13,6,23,2,15,3,4,4,3,2,12,13
TO99Q1538_A4,TO99Q1538,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,5,3,9,31,3,6,13,3,5,12,3,7
TO99Q1539_A1,TO99Q1539,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,8,13,4,2,33,3,9,2,8,6,6,6
TO99Q1539_A2,TO99Q1539,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,4,6,2,2,8,13,3,13,3,10,34,2
TO99Q1539_A3,TO99Q1539,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.43,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,7,12,13,6,6,2,5,2,3,6,6,32
TO99Q1539_A4,TO99Q1539,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.46,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,2,2,9,17,2,4,15,3,3,15,3,25
TO99Q1540_A1,TO99Q1540,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,12,12,13,3,9,2,3,2,27,6,7,4
TO99Q1540_A2,TO99Q1540,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,1,3,6,14,3,29,2,11,5,12,9,5
TO99Q1540_A3,TO99Q1540,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.22,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,7,2,16,10,5,5,5,4,2,6,9,29
TO99Q1540_A4,TO99Q1540,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.25,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,2,11,8,10,3,4,34,2,4,4,2,16
TO99Q1541_A1,TO99Q1541,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.39,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,32,9,5,4,11,2,7,6,10,4,6,4
TO99Q1541_A2,TO99Q1541,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.42,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,10,3,3,2,12,4,15,2,28,16,2
TO99Q1541_A3,TO99Q1541,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,12,2,7,4,10,6,4,6,6,6,28,9
TO99Q1541_A4,TO99Q1541,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.47,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,5,7,11,9,2,6,11,1,3,5,6,34
TO99Q1542_A1,TO99Q1542,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.52,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,9,12,6,5,32,4,6,3,8,2,8,5
TO99Q1542_A2,TO99Q1542,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.55,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,4,16,5,2,5,10,2,11,3,11,27,4
TO99Q1542_A3,TO99Q1542,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.57,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,10,5,14,3,6,5,9,2,2,3,34,7
TO99Q1542_A4,TO99Q1542,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.6,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,4,4,15,23,3,4,14,4,11,6,3,9
TO99Q1543_A1,TO99Q1543,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.46,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,7,33,5,5,9,3,3,4,10,2,4,15
TO99Q1543_A2,TO99Q1543,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.49,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,2,5,4,6,2,31,4,14,5,8,11,8
